,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
,,,,,,,,,,,,,0,.,.,.,0,.,r,r,r,r,r,r,r,r,r,r,r,r,r,r,0,r,.,.,.,0
,,,,,,,,,,,,,0,.,p,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0
,,,,,,,,,,,,,0,n,n,r,0,g,g,g,g,g,g,g,g,g,g,g,g,g,g,.,0,.,.,.,r,0
,,,,,,,,,,,,,,,0,r,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0
,,,,,,,,,,,,,,,0,r,0,.,0,b,b,b,b,b,b,b,b,b,b,b,b,b,0,r,.,.,.,0
,,,,,,,,,,,,,,,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
,,,,,,,,,,,,,,,0,.,f,s,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,c,.,0,
,,,,,,,,,,,,,,,0,.,0,0,0,0,.,.,.,r,b,b,b,b,b,n,n,n,n,n,n,.,0,
,,,,,,,,,,,,,,,0,.,.,.,s,0,g,.,.,.,r,r,r,r,r,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,b,n,n,n,0,.,.,.,.,0,0,0,0,0,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,b,0,.,.,.,.,.,.,r,.,.,,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,b,0,.,.,.,r,.,.,.,.,.,.,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,b,0,.,.,.,.,.,r,r,.,.,.,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,.,.,.,.,.,.,.,.,.,.,.,.,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,.,.,.,.,.,.,c,.,.,.,s,n,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,g,g,g,g,n,n,n,t,t,t,n,,0,,,,,,,0,.,0,
,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,f,f,f,0,,,,,,,,,0,.,0,
,,,,,,,,,,,,,,,,,,,,,,0,f,f,f,0,,,,,,,,,0,.,0,
,,,,,,,,,,,,,,,,,,,,,,0,f,f,f,0,,,,,,,,,0,.,0,
,,,,,,,,,,,,,,,,,,,,,,0,f,s,f,0,,,,,,,,,2,.,2,
,,,,,,,,,,,,,,,,,,,,,,0,f,f,f,0,,,,,,,,6,.,.,.,4
,,,,,,,,,,,,,,,,,,,,,,0,0,f,0,0,,,,,,,,6,.,.,.,4
,,,,,,,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,6,.,d,.,4
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,6,.,n,.,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,

